,region,response,coverage,education,effective_to_date,month,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
8664,north west,yes,basic,bachelor,2/24/11,feb,retired,m,suburban,married,corporate auto,corporate l3,offer1,agent,suv,medsize
8665,west region,no,basic,college,2/12/11,feb,unemployed,m,rural,married,personal auto,personal l2,offer2,branch,four-door car,medsize
8666,central,no,basic,high school or below,2/24/11,feb,employed,f,suburban,married,corporate auto,corporate l1,offer4,call center,suv,medsize
8667,north west,yes,extended,bachelor,2/27/11,feb,retired,f,suburban,single,personal auto,personal l3,offer1,agent,suv,medsize
8668,west region,no,basic,bachelor,2/6/11,feb,unemployed,f,suburban,single,corporate auto,corporate l2,offer1,agent,suv,medsize
8669,west region,no,basic,master,2/2/11,feb,employed,f,urban,single,personal auto,personal l2,offer3,branch,four-door car,small
8670,central,no,basic,high school or below,2/3/11,feb,medical leave,m,suburban,married,personal auto,personal l3,offer4,branch,two-door car,small
8671,west region,no,basic,bachelor,1/21/11,jan,employed,f,urban,married,corporate auto,corporate l2,offer1,agent,four-door car,medsize
8672,north west,no,basic,college,1/13/11,jan,employed,m,suburban,married,personal auto,personal l2,offer4,web,four-door car,small
8673,west region,yes,premium,high school or below,2/8/11,feb,employed,m,suburban,divorced,personal auto,personal l3,offer1,agent,luxury suv,medsize
8674,west region,no,extended,high school or below,1/17/11,jan,employed,f,rural,married,personal auto,personal l2,offer2,call center,four-door car,medsize
8675,north west,no,basic,high school or below,1/29/11,jan,unemployed,f,suburban,single,personal auto,personal l2,offer4,agent,four-door car,medsize
8676,central,yes,basic,college,1/27/11,jan,unemployed,f,suburban,single,personal auto,personal l1,offer1,agent,four-door car,large
8677,central,no,premium,bachelor,2/16/11,feb,employed,f,urban,married,special auto,special l3,offer1,agent,two-door car,medsize
8678,central,no,extended,master,2/4/11,feb,employed,m,urban,single,personal auto,personal l2,offer2,branch,two-door car,medsize
8679,north west,no,basic,bachelor,1/24/11,jan,unemployed,f,suburban,single,personal auto,personal l3,offer1,agent,four-door car,medsize
8680,west region,no,extended,bachelor,1/5/11,jan,employed,f,urban,married,personal auto,personal l3,offer3,branch,four-door car,medsize
8681,west region,no,extended,college,2/10/11,feb,employed,m,suburban,married,personal auto,personal l1,offer2,branch,four-door car,medsize
8682,east,no,premium,master,2/1/11,feb,employed,f,urban,married,corporate auto,corporate l1,offer3,agent,suv,medsize
8683,west region,no,basic,high school or below,2/11/11,feb,employed,m,urban,married,personal auto,personal l3,offer2,branch,four-door car,medsize
8684,west region,no,basic,college,1/2/11,jan,unemployed,m,suburban,single,personal auto,personal l2,offer1,agent,sports car,medsize
8685,north west,no,extended,bachelor,2/10/11,feb,employed,m,rural,married,personal auto,personal l2,offer4,agent,four-door car,medsize
8686,central,no,basic,high school or below,1/27/11,jan,unemployed,f,suburban,married,corporate auto,corporate l2,offer2,branch,two-door car,medsize
8687,east,no,basic,high school or below,2/20/11,feb,employed,m,suburban,married,corporate auto,corporate l3,offer1,branch,four-door car,medsize
8688,west region,no,basic,master,2/28/11,feb,employed,f,rural,married,personal auto,personal l3,offer2,branch,four-door car,medsize
8689,west region,no,extended,bachelor,1/12/11,jan,employed,m,suburban,married,special auto,special l2,offer2,agent,luxury suv,small
8690,west region,no,extended,master,1/27/11,jan,employed,m,rural,divorced,personal auto,personal l2,offer1,branch,four-door car,medsize
8691,west region,no,premium,bachelor,2/27/11,feb,employed,m,rural,single,special auto,special l2,offer3,agent,four-door car,medsize
8692,west region,no,basic,college,1/16/11,jan,unemployed,f,suburban,single,corporate auto,corporate l1,offer2,agent,four-door car,medsize
8693,west region,no,basic,college,1/7/11,jan,unemployed,f,urban,married,special auto,special l3,offer1,branch,suv,medsize
8694,north west,no,basic,bachelor,2/16/11,feb,employed,m,suburban,married,personal auto,personal l3,offer1,call center,four-door car,medsize
8695,north west,no,extended,college,2/26/11,feb,unemployed,f,suburban,single,personal auto,personal l3,offer1,agent,suv,medsize
8696,west region,no,basic,bachelor,1/29/11,jan,unemployed,m,suburban,single,personal auto,personal l2,offer2,agent,suv,medsize
8697,west region,no,basic,master,2/26/11,feb,employed,f,rural,divorced,corporate auto,corporate l2,offer2,call center,two-door car,large
8698,west region,no,basic,master,1/3/11,jan,employed,m,rural,married,personal auto,personal l3,offer4,agent,four-door car,medsize
8699,central,no,basic,college,2/1/11,feb,unemployed,m,suburban,married,personal auto,personal l1,offer1,branch,suv,large
8700,north west,no,extended,bachelor,1/20/11,jan,employed,f,rural,divorced,personal auto,personal l3,offer2,web,four-door car,small
8701,west region,yes,extended,high school or below,2/18/11,feb,retired,m,suburban,divorced,personal auto,personal l2,offer2,agent,suv,medsize
8702,central,no,extended,high school or below,1/1/11,jan,employed,m,rural,married,personal auto,personal l2,offer4,branch,suv,medsize
8703,north west,no,basic,master,2/17/11,feb,medical leave,m,rural,married,personal auto,personal l3,offer1,branch,four-door car,medsize
8704,west region,no,basic,high school or below,2/6/11,feb,employed,m,suburban,married,personal auto,personal l2,offer2,web,four-door car,small
8705,north west,no,extended,master,1/17/11,jan,employed,m,suburban,married,personal auto,personal l1,offer2,agent,four-door car,medsize
8706,north west,no,basic,high school or below,2/19/11,feb,employed,f,rural,married,personal auto,personal l2,offer4,branch,four-door car,medsize
8707,west region,no,basic,doctor,2/7/11,feb,unemployed,m,suburban,married,personal auto,personal l3,offer1,branch,luxury suv,large
8708,west region,no,basic,high school or below,2/22/11,feb,unemployed,f,suburban,single,personal auto,personal l1,offer2,call center,suv,medsize
8709,central,no,basic,high school or below,2/1/11,feb,unemployed,f,suburban,single,personal auto,personal l2,offer1,call center,four-door car,large
8710,central,no,premium,high school or below,1/21/11,jan,employed,m,suburban,divorced,corporate auto,corporate l2,offer1,call center,four-door car,medsize
8711,west region,no,basic,high school or below,1/27/11,jan,employed,m,suburban,married,corporate auto,corporate l3,offer3,agent,four-door car,medsize
8712,central,no,extended,college,2/18/11,feb,employed,m,suburban,divorced,personal auto,personal l1,offer1,branch,suv,small
8713,north west,no,basic,college,1/17/11,jan,unemployed,m,suburban,single,personal auto,personal l3,offer1,call center,two-door car,medsize
8714,west region,no,basic,high school or below,1/2/11,jan,employed,f,suburban,married,personal auto,personal l3,offer4,branch,four-door car,medsize
8715,central,no,basic,master,2/21/11,feb,unemployed,f,suburban,married,personal auto,personal l2,offer3,web,suv,medsize
8716,north west,no,extended,high school or below,1/29/11,jan,employed,m,rural,married,personal auto,personal l3,offer2,agent,four-door car,medsize
8717,west region,no,basic,bachelor,1/12/11,jan,employed,f,suburban,single,personal auto,personal l3,offer1,agent,two-door car,small
8718,north west,no,premium,bachelor,1/8/11,jan,employed,f,rural,divorced,personal auto,personal l3,offer1,branch,four-door car,medsize
8719,west region,no,extended,college,1/17/11,jan,employed,f,urban,married,personal auto,personal l1,offer2,web,suv,small
8720,north west,no,basic,bachelor,2/8/11,feb,employed,f,urban,divorced,corporate auto,corporate l3,offer2,call center,four-door car,medsize
8721,north west,no,basic,college,2/15/11,feb,disabled,f,suburban,single,corporate auto,corporate l3,offer1,agent,suv,medsize
8722,west region,yes,basic,college,1/11/11,jan,employed,m,suburban,married,corporate auto,corporate l1,offer2,call center,suv,medsize
8723,north west,no,extended,master,1/4/11,jan,unemployed,f,suburban,married,personal auto,personal l1,offer2,call center,four-door car,medsize
8724,central,no,extended,high school or below,2/22/11,feb,unemployed,m,suburban,single,personal auto,personal l1,offer2,agent,suv,medsize
8725,central,yes,premium,high school or below,1/31/11,jan,employed,f,suburban,divorced,personal auto,personal l3,offer1,call center,four-door car,small
8726,west region,no,extended,master,2/16/11,feb,employed,f,urban,divorced,personal auto,personal l3,offer1,agent,two-door car,large
8727,west region,no,basic,master,2/3/11,feb,employed,m,suburban,married,personal auto,personal l3,offer1,web,four-door car,small
8728,central,no,basic,master,1/15/11,jan,unemployed,m,rural,married,personal auto,personal l1,offer4,branch,two-door car,medsize
8729,east,no,premium,high school or below,2/16/11,feb,employed,m,suburban,married,corporate auto,corporate l3,offer3,agent,suv,medsize
8730,north west,no,basic,college,1/16/11,jan,unemployed,m,suburban,single,personal auto,personal l3,offer3,web,four-door car,medsize
8731,north west,no,basic,master,2/22/11,feb,employed,m,suburban,divorced,special auto,special l2,offer1,web,four-door car,medsize
8732,central,no,basic,bachelor,1/4/11,jan,unemployed,m,urban,married,personal auto,personal l2,offer2,call center,four-door car,medsize
8733,west region,no,basic,bachelor,1/21/11,jan,unemployed,m,suburban,single,personal auto,personal l2,offer2,branch,two-door car,medsize
8734,west region,no,extended,bachelor,2/26/11,feb,employed,f,suburban,married,corporate auto,corporate l3,offer3,agent,suv,medsize
8735,west region,no,extended,bachelor,2/1/11,feb,disabled,f,suburban,single,personal auto,personal l2,offer2,call center,two-door car,medsize
8736,east,no,basic,high school or below,2/26/11,feb,employed,f,suburban,married,personal auto,personal l2,offer2,branch,four-door car,small
8737,east,no,premium,master,2/9/11,feb,medical leave,f,urban,married,personal auto,personal l2,offer2,call center,four-door car,medsize
8738,north west,yes,basic,college,1/21/11,jan,employed,m,suburban,married,personal auto,personal l3,offer2,branch,suv,small
8739,west region,no,basic,college,1/8/11,jan,employed,m,suburban,married,personal auto,personal l3,offer2,agent,two-door car,small
8740,central,no,extended,high school or below,1/22/11,jan,employed,m,suburban,married,personal auto,personal l2,offer4,call center,four-door car,small
8741,west region,no,extended,college,2/27/11,feb,unemployed,m,suburban,single,personal auto,personal l2,offer2,agent,four-door car,small
8742,west region,no,premium,college,1/29/11,jan,employed,f,suburban,married,corporate auto,corporate l2,offer1,call center,two-door car,small
8743,north west,no,premium,bachelor,2/19/11,feb,unemployed,f,suburban,single,personal auto,personal l3,offer1,agent,sports car,medsize
8744,north west,no,extended,high school or below,2/21/11,feb,employed,m,rural,divorced,personal auto,personal l3,offer3,agent,two-door car,small
8745,west region,no,premium,high school or below,1/4/11,jan,employed,f,rural,married,personal auto,personal l2,offer3,web,suv,medsize
8746,north west,no,extended,bachelor,1/8/11,jan,employed,f,suburban,divorced,personal auto,personal l3,offer1,branch,two-door car,large
8747,north west,no,basic,high school or below,2/24/11,feb,employed,f,suburban,divorced,personal auto,personal l3,offer1,branch,four-door car,small
8748,north west,no,basic,college,1/9/11,jan,employed,f,suburban,married,personal auto,personal l2,offer2,agent,luxury suv,medsize
8749,west region,no,basic,high school or below,1/25/11,jan,unemployed,m,suburban,divorced,personal auto,personal l3,offer1,branch,four-door car,medsize
8750,north west,no,basic,high school or below,1/18/11,jan,employed,f,suburban,divorced,corporate auto,corporate l1,offer1,agent,four-door car,small
8751,central,no,basic,college,1/21/11,jan,employed,m,rural,married,personal auto,personal l2,offer3,agent,four-door car,large
8752,north west,yes,premium,high school or below,2/14/11,feb,employed,f,suburban,married,personal auto,personal l3,offer2,call center,two-door car,small
8753,west region,no,extended,college,2/3/11,feb,employed,f,urban,married,personal auto,personal l3,offer1,agent,four-door car,medsize
8754,north west,no,basic,high school or below,2/16/11,feb,unemployed,m,suburban,married,corporate auto,corporate l2,offer3,agent,suv,small
8755,west region,no,basic,college,2/10/11,feb,employed,m,suburban,married,personal auto,personal l2,offer1,web,suv,small
8756,north west,no,extended,high school or below,1/10/11,jan,unemployed,f,suburban,single,personal auto,personal l3,offer1,web,four-door car,medsize
8757,central,no,extended,bachelor,1/18/11,jan,employed,m,urban,married,corporate auto,corporate l2,offer4,web,four-door car,medsize
8758,north west,no,extended,bachelor,2/24/11,feb,unemployed,m,rural,married,personal auto,personal l3,offer1,branch,two-door car,large
8759,west region,no,basic,college,1/25/11,jan,disabled,f,suburban,married,corporate auto,corporate l1,offer1,agent,suv,medsize
8760,west region,no,basic,high school or below,2/7/11,feb,employed,m,urban,married,personal auto,personal l3,offer2,branch,luxury suv,small
8761,west region,no,basic,college,1/24/11,jan,employed,f,suburban,married,personal auto,personal l3,offer2,web,four-door car,medsize
8762,west region,no,extended,master,2/17/11,feb,medical leave,f,rural,married,personal auto,personal l3,offer1,agent,two-door car,large
8763,west region,no,basic,bachelor,1/28/11,jan,employed,m,suburban,married,personal auto,personal l2,offer1,branch,two-door car,medsize
8764,central,no,basic,doctor,2/25/11,feb,employed,m,urban,married,personal auto,personal l3,offer3,call center,four-door car,medsize
8765,west region,no,extended,high school or below,2/27/11,feb,employed,f,urban,married,special auto,special l2,offer1,branch,four-door car,large
8766,central,yes,basic,bachelor,2/25/11,feb,disabled,m,suburban,married,personal auto,personal l2,offer1,branch,sports car,large
